match_time,camp_type,league_type,my_camp_3matches_gf_avg,my_camp_3matches_ga_avg,my_6matches_gf_avg,my_6matches_ga_avg,my_camp_3matches_pts,my_6matches_pts,op_camp_3matches_gf_avg,op_camp_3matches_ga_avg,op_6matches_gf_avg,op_6matches_ga_avg,op_camp_3matches_pts,op_6matches_pts,my_att_trend,my_def_trend,op_att_trend,op_def_trend,h2h_4matches_gf_avg,h2h_4matches_ga_avg,h2h_4matches_pts,my_rest_period,op_rest_period,score,result_type,both_to_score,1.5_under,1.5_over,2.5_under,2.5_over,3.5_under,3.5_over,4.5_under,4.5_over,5.5_under,5.5_over
2018-03-31 06:00:00,0,1,0.667,1.333,0.833,1.500,3,5,0.667,2.000,0.667,1.833,3,3,0.314,0.033,-0.112,-0.654,2.25,0.25,12,6.041666666666667,6.041666666666667,1,1,1,0,1,1,0,1,0,1,0,1,0
2018-03-31 06:00:00,1,1,0.667,2.000,0.667,1.833,3,3,0.667,1.333,0.833,1.500,3,5,-0.112,-0.654,0.314,0.033,0.25,2.25,0,6.041666666666667,6.041666666666667,1,1,1,0,1,1,0,1,0,1,0,1,0
2018-03-31 13:00:00,0,1,0.667,1.333,0.667,1.667,3,3,1.000,1.000,2.500,0.833,4,15,-0.484,-0.223,1.114,-0.100,0.3333333333333333,2.3333333333333335,0,14,13.958333333333334,0,2,0,0,1,1,0,1,0,1,0,1,0
2018-03-31 13:00:00,1,1,1.000,1.000,2.500,0.833,4,15,0.667,1.333,0.667,1.667,3,3,1.114,-0.100,-0.484,-0.223,2.3333333333333335,0.3333333333333333,9,13.958333333333334,14.0,2,0,0,0,1,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,0,1,2.667,1.333,2.167,1.833,9,12,1.333,0.667,1.333,0.667,6,13,0.109,-0.842,0.194,0.079,1.75,1.25,7,13.958333333333334,13.958333333333334,2,0,1,0,1,0,1,1,0,1,0,1,0
2018-03-30 18:00:00,1,1,1.333,0.667,1.333,0.667,6,13,2.667,1.333,2.167,1.833,9,12,0.194,0.079,0.109,-0.842,1.25,1.75,4,13.958333333333334,13.958333333333334,1,2,1,0,1,0,1,1,0,1,0,1,0
2018-03-30 18:00:00,0,1,1.000,0.667,1.833,1.167,4,10,0.667,1.000,1.667,1.667,4,10,0.860,-0.413,0.305,-0.143,1.75,1.75,5,13.958333333333334,13.958333333333334,3,0,1,0,1,0,1,0,1,1,0,1,0
2018-03-30 18:00:00,1,1,0.667,1.000,1.667,1.667,4,10,1.000,0.667,1.833,1.167,4,10,0.305,-0.143,0.860,-0.413,1.75,1.75,5,13.958333333333334,13.958333333333334,1,2,1,0,1,0,1,0,1,1,0,1,0
2018-03-30 18:00:00,0,1,1.000,0.333,1.000,1.167,7,7,1.000,1.667,1.500,1.667,3,6,-0.245,-0.186,-0.053,-0.295,2.0,0.0,3,13.958333333333334,13.958333333333334,0,2,0,0,1,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,1,1,1.000,1.667,1.500,1.667,3,6,1.000,0.333,1.000,1.167,7,7,-0.053,-0.295,-0.245,-0.186,0.0,2.0,0,13.958333333333334,13.958333333333334,2,0,0,0,1,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,0,1,1.667,1.333,2.333,0.833,5,14,1.000,1.333,0.833,1.500,4,4,1.662,-0.003,-0.087,-0.172,2.0,0.75,12,10.927083333333334,13.958333333333334,1,0,0,1,0,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,1,1,1.000,1.333,0.833,1.500,4,4,1.667,1.333,2.333,0.833,5,14,-0.087,-0.172,1.662,-0.003,0.75,2.0,0,13.958333333333334,10.927083333333334,0,2,0,1,0,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,0,1,1.333,3.000,1.167,2.000,0,6,0.667,2.667,0.833,2.333,0,4,-0.376,-0.022,-0.029,-0.600,2.0,1.5,7,13.958333333333334,13.958333333333334,1,1,1,0,1,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,1,1,0.667,2.667,0.833,2.333,0,4,1.333,3.000,1.167,2.000,0,6,-0.029,-0.600,-0.376,-0.022,1.5,2.0,4,13.958333333333334,13.958333333333334,1,1,1,0,1,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,0,1,1.333,2.000,1.333,1.833,4,8,1.000,0.667,1.000,1.167,6,9,-0.450,-0.265,0.154,0.229,0.75,1.0,4,13.958333333333334,10.927083333333334,1,1,1,0,1,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,1,1,1.000,0.667,1.000,1.167,6,9,1.333,2.000,1.333,1.833,4,8,0.154,0.229,-0.450,-0.265,1.0,0.75,7,10.927083333333334,13.958333333333334,1,1,1,0,1,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,0,1,0.667,0.667,1.667,1.167,3,10,0.333,2.000,0.500,1.667,0,1,0.082,-0.060,-0.211,-0.435,0.0,0.5,2,13.958333333333334,13.958333333333334,0,1,0,1,0,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,1,1,0.333,2.000,0.500,1.667,0,1,0.667,0.667,1.667,1.167,3,10,-0.211,-0.435,0.082,-0.060,0.5,0.0,8,13.958333333333334,13.958333333333334,0,1,0,1,0,1,0,1,0,1,0,1,0
2018-03-30 18:00:00,0,1,0.667,1.667,1.167,1.333,1,6,2.000,1.333,1.833,1.333,6,12,0.238,0.227,0.219,0.384,1.0,2.5,0,13.958333333333334,13.958333333333334,3,0,1,0,1,0,1,0,1,1,0,1,0
2018-03-30 18:00:00,1,1,2.000,1.333,1.833,1.333,6,12,0.667,1.667,1.167,1.333,1,6,0.219,0.384,0.238,0.227,2.5,1.0,6,13.958333333333334,13.958333333333334,1,2,1,0,1,0,1,0,1,1,0,1,0
2018-03-19 19:45:00,0,1,1.000,1.000,1.000,0.833,4,10,2.667,0.667,2.167,1.000,7,12,0.098,0.037,1.083,0.280,1.0,2.5,3,10.03125,10.03125,0,2,0,0,1,1,0,1,0,1,0,1,0
2018-03-19 19:45:00,1,1,2.667,0.667,2.167,1.000,7,12,1.000,1.000,1.000,0.833,4,10,1.083,0.280,0.098,0.037,2.5,1.0,9,10.03125,10.03125,2,0,0,0,1,1,0,1,0,1,0,1,0
2018-03-17 14:00:00,0,1,3.000,0.333,2.000,0.667,9,13,1.333,1.000,0.833,1.000,5,6,1.203,0.034,-0.382,0.056,1.0,1.5,4,7.791666666666667,4.760416666666667,3,0,1,0,1,0,1,0,1,1,0,1,0
2018-03-17 14:00:00,1,1,1.333,1.000,0.833,1.000,5,6,3.000,0.333,2.000,0.667,9,13,-0.382,0.056,1.203,0.034,1.5,1.0,7,4.760416666666667,7.791666666666667,1,2,1,0,1,0,1,0,1,1,0,1,0
2018-03-16 19:00:00,0,1,2.667,2.667,1.667,1.833,6,10,1.000,1.000,1.167,2.000,6,6,0.902,-0.561,0.007,-1.327,1.0,1.75,2,3.96875,7.0,0,2,0,1,0,1,0,1,0,1,0,1,0
2018-03-16 19:00:00,1,1,1.000,1.000,1.167,2.000,6,6,2.667,2.667,1.667,1.833,6,10,0.007,-1.327,0.902,-0.561,1.75,1.0,8,7.0,3.96875,1,0,0,1,0,1,0,1,0,1,0,1,0
2018-03-16 19:00:00,0,1,2.667,0.667,1.667,1.167,9,13,1.000,2.000,1.000,1.167,0,7,0.661,-0.363,-0.192,0.440,1.75,1.0,6,7.0,7.0,2,0,1,0,1,0,1,1,0,1,0,1,0
2018-03-16 19:00:00,1,1,1.000,2.000,1.000,1.167,0,7,2.667,0.667,1.667,1.167,9,13,-0.192,0.440,0.661,-0.363,1.0,1.75,3,7.0,7.0,1,2,1,0,1,0,1,1,0,1,0,1,0
2018-03-16 19:00:00,0,1,1.333,0.667,1.333,0.667,7,13,1.000,1.333,0.833,1.333,3,6,-0.057,0.053,-0.486,-0.570,1.0,2.0,1,7.0,7.0,2,0,0,0,1,1,0,1,0,1,0,1,0
2018-03-16 19:00:00,1,1,1.000,1.333,0.833,1.333,3,6,1.333,0.667,1.333,0.667,7,13,-0.486,-0.570,-0.057,0.053,2.0,1.0,10,7.0,7.0,0,2,0,0,1,1,0,1,0,1,0,1,0
2018-03-16 19:00:00,0,1,1.000,1.667,0.667,2.167,1,1,1.667,2.667,2.167,2.000,1,10,-0.290,-0.326,0.930,-1.133,1.75,1.0,6,7.0,7.0,0,2,0,1,0,1,0,1,0,1,0,1,0
2018-03-16 19:00:00,1,1,1.667,2.667,2.167,2.000,1,10,1.000,1.667,0.667,2.167,1,1,0.930,-1.133,-0.290,-0.326,1.0,1.75,6,7.0,7.0,1,0,0,1,0,1,0,1,0,1,0,1,0
2018-03-16 19:00:00,0,1,1.000,1.333,1.500,1.333,4,10,1.667,1.000,1.500,1.500,7,11,0.366,-0.112,0.036,-0.411,2.0,1.0,3,7.0,7.0,3,0,1,0,1,0,1,0,1,1,0,1,0
2018-03-16 19:00:00,1,1,1.667,1.000,1.500,1.500,7,11,1.000,1.333,1.500,1.333,4,10,0.036,-0.411,0.366,-0.112,1.0,2.0,0,7.0,7.0,1,2,1,0,1,0,1,0,1,1,0,1,0
2018-03-16 19:00:00,0,1,0.667,1.667,0.833,1.667,0,3,3.000,0.333,2.000,0.500,9,13,-0.009,-0.568,0.778,0.201,1.0,2.0,0,7.0,3.0520833333333335,4,0,1,0,1,0,1,0,1,0,1,1,0
2018-03-16 19:00:00,1,1,3.000,0.333,2.000,0.500,9,13,0.667,1.667,0.833,1.667,0,3,0.778,0.201,-0.009,-0.568,2.0,1.0,3,3.0520833333333335,7.0,1,2,1,0,1,0,1,0,1,0,1,1,0
2018-03-16 19:00:00,0,1,2.333,2.333,1.500,2.500,6,6,2.000,1.667,1.333,1.667,4,5,-0.300,-1.459,0.517,-0.073,1.0,1.25,6,3.0520833333333335,14,0,1,0,1,0,1,0,1,0,1,0,1,0
2018-03-16 19:00:00,1,1,2.000,1.667,1.333,1.667,4,5,2.333,2.333,1.500,2.500,6,6,0.517,-0.073,-0.300,-1.459,1.25,1.0,6,14.0,3.0520833333333335,0,1,0,1,0,1,0,1,0,1,0,1,0
