match_time,camp_type,league_type,my_camp_3matches_gf_avg,my_camp_3matches_ga_avg,my_6matches_gf_avg,my_6matches_ga_avg,my_camp_3matches_pts,my_6matches_pts,op_camp_3matches_gf_avg,op_camp_3matches_ga_avg,op_6matches_gf_avg,op_6matches_ga_avg,op_camp_3matches_pts,op_6matches_pts,my_att_trend,my_def_trend,op_att_trend,op_def_trend,h2h_4matches_gf_avg,h2h_4matches_ga_avg,h2h_4matches_pts,my_rest_period,op_rest_period,score,result_type,both_to_score,1.5_under,1.5_over,2.5_under,2.5_over,3.5_under,3.5_over,4.5_under,4.5_over,5.5_under,5.5_over
2013-07-13 21:30:00,0,1,0.667,0.333,1.000,1.000,5,8,0.667,1.000,1.000,1.000,2,7,0.245,-0.163,0.207,0.193,0.5,1.5,1,6.104166666666667,6.895833333333333,4,0,1,0,1,0,1,0,1,0,1,1,0
2013-07-13 21:30:00,1,1,0.667,1.000,1.000,1.000,2,7,0.667,0.333,1.000,1.000,5,8,0.207,0.193,0.245,-0.163,1.5,0.5,4,6.895833333333333,6.104166666666667,1,2,1,0,1,0,1,0,1,0,1,1,0
2013-07-14 00:00:00,0,1,1.000,2.667,1.333,1.667,0,6,1.667,1.000,1.167,1.000,7,11,0.603,-0.389,0.393,-0.108,0.0,1.5,0,7.104166666666667,3.0,0,1,0,1,0,1,0,1,0,1,0,1,0
2013-07-14 00:00:00,1,1,1.667,1.000,1.167,1.000,7,11,1.000,2.667,1.333,1.667,0,6,0.393,-0.108,0.603,-0.389,1.5,0.0,6,3.0,7.104166666666667,0,1,0,1,0,1,0,1,0,1,0,1,0
2013-07-14 19:00:00,0,1,2.333,1.333,1.667,1.000,7,10,1.000,0.333,1.167,1.167,5,5,-0.098,0.371,-1.188,-0.084,1.5,2.0,3,7.0,3.7916666666666665,3,0,1,0,1,0,1,0,1,0,1,1,0
2013-07-14 19:00:00,1,1,1.000,0.333,1.167,1.167,5,5,2.333,1.333,1.667,1.000,7,10,-1.188,-0.084,-0.098,0.371,2.0,1.5,3,3.7916666666666665,7.0,2,2,1,0,1,0,1,0,1,0,1,1,0
2013-07-14 19:00:00,0,1,1.333,0.333,1.000,0.833,7,9,1.333,1.000,1.500,0.833,4,13,-0.507,0.118,0.421,0.452,0.75,1.0,4,7.895833333333333,6.895833333333333,2,0,1,0,1,0,1,1,0,1,0,1,0
2013-07-14 19:00:00,1,1,1.333,1.000,1.500,0.833,4,13,1.333,0.333,1.000,0.833,7,9,0.421,0.452,-0.507,0.118,1.0,0.75,7,6.895833333333333,7.895833333333333,1,2,1,0,1,0,1,1,0,1,0,1,0
2013-07-14 19:00:00,0,1,1.667,0.667,1.333,0.833,9,12,2.333,2.667,2.000,2.167,3,6,-0.236,0.191,1.314,-0.833,0.5,1.0,1,7.895833333333333,7.895833333333333,1,0,0,1,0,1,0,1,0,1,0,1,0
2013-07-14 19:00:00,1,1,2.333,2.667,2.000,2.167,3,6,1.667,0.667,1.333,0.833,9,12,1.314,-0.833,-0.236,0.191,1.0,0.5,4,7.895833333333333,7.895833333333333,0,2,0,1,0,1,0,1,0,1,0,1,0
2013-07-14 21:30:00,0,1,2.667,0.667,2.000,1.167,7,9,0.333,1.000,0.667,1.833,3,4,-0.222,-0.230,-0.042,-0.448,1.5,0.0,4,7.895833333333333,8.0,3,0,0,0,1,0,1,1,0,1,0,1,0
2013-07-14 21:30:00,1,1,0.333,1.000,0.667,1.833,3,4,2.667,0.667,2.000,1.167,7,9,-0.042,-0.448,-0.222,-0.230,0.0,1.5,1,8.0,7.895833333333333,0,2,0,0,1,0,1,1,0,1,0,1,0
2013-07-20 21:30:00,0,1,1.667,0.667,1.500,1.000,9,12,0.333,1.333,0.667,2.000,3,4,0.125,0.223,-0.059,-0.345,2.5,2.0,3,6.104166666666667,6.0,2,0,0,0,1,1,0,1,0,1,0,1,0
2013-07-20 21:30:00,1,1,0.333,1.333,0.667,2.000,3,4,1.667,0.667,1.500,1.000,9,12,-0.059,-0.345,0.125,0.223,2.0,2.5,3,6.0,6.104166666666667,0,2,0,0,1,1,0,1,0,1,0,1,0
2013-07-20 21:30:00,0,1,0.333,1.667,0.667,1.500,0,2,1.333,1.667,1.667,1.167,2,9,-0.032,-0.778,0.306,0.244,2.25,1.5,10,6.104166666666667,6.0,0,2,0,0,1,0,1,1,0,1,0,1,0
2013-07-20 21:30:00,1,1,1.333,1.667,1.667,1.167,2,9,0.333,1.667,0.667,1.500,0,2,0.306,0.244,-0.032,-0.778,1.5,2.25,1,6.0,6.104166666666667,3,0,0,0,1,0,1,1,0,1,0,1,0
2013-07-20 21:30:00,0,1,1.000,1.333,0.833,2.000,4,4,0.667,1.333,1.000,1.000,2,9,0.060,-0.798,-0.147,0.222,0,0,0,6.0,6.104166666666667,2,0,1,0,1,0,1,1,0,1,0,1,0
2013-07-20 21:30:00,1,1,0.667,1.333,1.000,1.000,2,9,1.000,1.333,0.833,2.000,4,4,-0.147,0.222,0.060,-0.798,0,0,0,6.104166666666667,6.0,1,2,1,0,1,0,1,1,0,1,0,1,0
2013-07-21 19:00:00,0,1,2.667,1.333,1.833,1.000,9,12,1.000,0.667,1.167,1.000,5,11,-0.244,-0.369,-0.315,-0.019,0,0,0,7.0,7.791666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0
2013-07-21 19:00:00,1,1,1.000,0.667,1.167,1.000,5,11,2.667,1.333,1.833,1.000,9,12,-0.315,-0.019,-0.244,-0.369,0,0,0,7.791666666666667,7.0,0,1,0,1,0,1,0,1,0,1,0,1,0
2013-07-21 19:00:00,0,1,2.667,1.667,2.333,1.667,6,11,2.000,0.667,1.333,1.167,7,8,1.129,-0.893,0.242,0.228,2.25,1.75,5,7.895833333333333,6.895833333333333,1,0,0,1,0,1,0,1,0,1,0,1,0
2013-07-21 19:00:00,1,1,2.000,0.667,1.333,1.167,7,8,2.667,1.667,2.333,1.667,6,11,0.242,0.228,1.129,-0.893,1.75,2.25,5,6.895833333333333,7.895833333333333,0,2,0,1,0,1,0,1,0,1,0,1,0
2013-07-21 21:30:00,0,1,1.000,0.667,0.667,1.167,5,9,1.000,2.000,1.167,1.500,2,7,-0.005,1.092,-0.175,0.142,0,0,0,7.0,8.0,2,0,1,0,1,0,1,1,0,1,0,1,0
2013-07-21 21:30:00,1,1,1.000,2.000,1.167,1.500,2,7,1.000,0.667,0.667,1.167,5,9,-0.175,0.142,-0.005,1.092,0,0,0,8.0,7.0,1,2,1,0,1,0,1,1,0,1,0,1,0
2013-07-27 21:30:00,0,1,0.667,0.667,1.000,2.333,4,4,0.667,2.667,1.167,1.833,0,7,-0.128,-2.031,0.639,-0.232,0,0,0,13.0,7.0,3,0,1,0,1,0,1,0,1,0,1,1,0
2013-07-27 21:30:00,1,1,0.667,2.667,1.167,1.833,0,7,0.667,0.667,1.000,2.333,4,4,0.639,-0.232,-0.128,-2.031,0,0,0,7.0,13.0,2,2,1,0,1,0,1,0,1,0,1,1,0
2013-07-28 00:00:00,0,1,1.000,2.000,1.333,1.333,1,7,1.333,1.667,1.667,1.167,3,10,0.026,-0.747,0.458,0.160,1.0,1.0,3,14,14,1,0,0,1,0,1,0,1,0,1,0,1,0
2013-07-28 00:00:00,1,1,1.333,1.667,1.667,1.167,3,10,1.000,2.000,1.333,1.333,1,7,0.458,0.160,0.026,-0.747,1.0,1.0,3,14,14,0,2,0,1,0,1,0,1,0,1,0,1,0
2013-07-28 19:00:00,0,1,1.333,0.667,1.000,1.167,7,8,0.667,1.667,1.500,1.500,0,6,-0.260,-0.311,0.148,-0.238,2.25,2.0,7,7.895833333333333,14,2,0,0,0,1,1,0,1,0,1,0,1,0
2013-07-28 19:00:00,1,1,0.667,1.667,1.500,1.500,0,6,1.333,0.667,1.000,1.167,7,8,0.148,-0.238,-0.260,-0.311,2.0,2.25,4,14.0,7.895833333333333,0,2,0,0,1,1,0,1,0,1,0,1,0
2013-07-28 19:00:00,0,1,1.000,2.667,0.667,1.833,1,4,2.000,1.333,2.167,1.333,7,14,-0.612,-0.374,1.061,-0.163,1.5,0.0,4,7.895833333333333,3.7916666666666665,3,0,0,0,1,0,1,1,0,1,0,1,0
2013-07-28 19:00:00,1,1,2.000,1.333,2.167,1.333,7,14,1.000,2.667,0.667,1.833,1,4,1.061,-0.163,-0.612,-0.374,0.0,1.5,1,3.7916666666666665,7.895833333333333,0,2,0,0,1,0,1,1,0,1,0,1,0
2013-07-28 19:00:00,0,1,2.000,0.667,1.833,0.833,7,11,0.667,1.000,1.167,0.833,3,10,0.758,0.445,0.052,0.511,2.75,1.75,7,7.895833333333333,14,4,0,1,0,1,0,1,0,1,0,1,1,0
2013-07-28 19:00:00,1,1,0.667,1.000,1.167,0.833,3,10,2.000,0.667,1.833,0.833,7,11,0.052,0.511,0.758,0.445,1.75,2.75,4,14.0,7.895833333333333,1,2,1,0,1,0,1,0,1,0,1,1,0
2013-07-28 21:30:00,0,1,0.667,1.000,0.833,0.833,4,9,0.333,1.667,1.000,0.500,4,12,-0.669,0.168,-0.209,0.472,0,0,0,7.104166666666667,7.0,2,0,1,0,1,0,1,1,0,1,0,1,0
2013-07-28 21:30:00,1,1,0.333,1.667,1.000,0.500,4,12,0.667,1.000,0.833,0.833,4,9,-0.209,0.472,-0.669,0.168,0,0,0,7.0,7.104166666666667,1,2,1,0,1,0,1,1,0,1,0,1,0
2013-07-28 21:30:00,0,1,1.333,0.333,1.167,0.667,9,12,1.000,0.667,1.333,1.000,3,10,0.355,0.085,-0.066,-0.307,0,0,0,14,7.104166666666667,1,1,1,0,1,1,0,1,0,1,0,1,0
