match_time,camp_type,league_type,my_camp_3matches_gf_avg,my_camp_3matches_ga_avg,my_6matches_gf_avg,my_6matches_ga_avg,my_camp_3matches_pts,my_6matches_pts,op_camp_3matches_gf_avg,op_camp_3matches_ga_avg,op_6matches_gf_avg,op_6matches_ga_avg,op_camp_3matches_pts,op_6matches_pts,my_att_trend,my_def_trend,op_att_trend,op_def_trend,h2h_4matches_gf_avg,h2h_4matches_ga_avg,h2h_4matches_pts,my_rest_period,op_rest_period,score,result_type,both_to_score,1.5_under,1.5_over,2.5_under,2.5_over,3.5_under,3.5_over,4.5_under,4.5_over,5.5_under,5.5_over
2019-11-03 17:00:00,0,1,1.667,1.333,1.333,1.667,4,5,1.667,1.000,1.000,0.833,5,7,0.554,-0.922,-0.733,0.861,2.0,1.3333333333333333,4,7.0,7.0,0,2,0,0,1,1,0,1,0,1,0,1,0
2019-11-03 17:00:00,1,1,1.667,1.000,1.000,0.833,5,7,1.667,1.333,1.333,1.667,4,5,-0.733,0.861,0.554,-0.922,1.3333333333333333,2.0,4,7.0,7.0,2,0,0,0,1,1,0,1,0,1,0,1,0
2019-11-03 17:00:00,0,1,2.333,1.000,1.500,0.833,5,8,1.000,1.667,1.167,1.333,2,7,-0.223,0.660,0.327,-0.516,0.5,1.75,1,5.958333333333333,7.0,2,1,1,0,1,0,1,0,1,1,0,1,0
2019-11-03 17:00:00,1,1,1.000,1.667,1.167,1.333,2,7,2.333,1.000,1.500,0.833,5,8,0.327,-0.516,-0.223,0.660,1.75,0.5,10,7.0,5.958333333333333,2,1,1,0,1,0,1,0,1,1,0,1,0
2019-11-02 17:30:00,0,1,2.667,0.667,1.833,1.000,9,13,1.000,2.333,1.667,2.000,4,9,0.483,-0.443,0.500,-1.214,1.25,1.75,3,5.9375,6.020833333333333,2,0,0,0,1,1,0,1,0,1,0,1,0
2019-11-02 17:30:00,1,1,1.000,2.333,1.667,2.000,4,9,2.667,0.667,1.833,1.000,9,13,0.500,-1.214,0.483,-0.443,1.75,1.25,9,6.020833333333333,5.9375,0,2,0,0,1,1,0,1,0,1,0,1,0
2019-11-04 18:00:00,0,1,2.333,0.667,1.333,1.500,7,8,0.333,1.333,0.500,1.167,2,4,0.655,-0.329,-0.141,-0.096,0.0,2.0,0,8.041666666666666,8.041666666666666,3,0,1,0,1,0,1,0,1,0,1,1,0
2019-11-04 18:00:00,1,1,0.333,1.333,0.500,1.167,2,4,2.333,0.667,1.333,1.500,7,8,-0.141,-0.096,0.655,-0.329,2.0,0.0,3,8.041666666666666,8.041666666666666,2,2,1,0,1,0,1,0,1,0,1,1,0
2019-11-03 17:00:00,0,1,0.667,0.333,0.667,0.667,5,9,0.333,3.000,1.667,2.000,0,6,-0.345,-0.135,0.787,0.000,1.0,2.5,3,7.0,7.0,3,0,1,0,1,0,1,0,1,0,1,1,0
2019-11-03 17:00:00,1,1,0.333,3.000,1.667,2.000,0,6,0.667,0.333,0.667,0.667,5,9,0.787,0.000,-0.345,-0.135,2.5,1.0,9,7.0,7.0,2,2,1,0,1,0,1,0,1,0,1,1,0
2019-11-01 18:00:00,0,1,1.333,1.333,1.333,1.167,4,9,1.667,1.667,1.833,1.167,4,11,0.055,-0.556,0.346,-0.272,0.75,1.75,1,5.041666666666667,4.958333333333333,3,1,1,0,1,0,1,0,1,0,1,0,1
2019-11-01 18:00:00,1,1,1.667,1.667,1.833,1.167,4,11,1.333,1.333,1.333,1.167,4,9,0.346,-0.272,0.055,-0.556,1.75,0.75,10,4.958333333333333,5.041666666666667,3,1,1,0,1,0,1,0,1,0,1,0,1
2019-11-03 19:00:00,0,1,0.333,2.333,0.333,1.500,1,3,0.333,0.667,0.333,0.500,2,5,-0.154,-0.493,-0.182,0.566,1.25,0.5,8,8.208333333333334,6.041666666666667,1,0,0,1,0,1,0,1,0,1,0,1,0
2019-11-03 19:00:00,1,1,0.333,0.667,0.333,0.500,2,5,0.333,2.333,0.333,1.500,1,3,-0.182,0.566,-0.154,-0.493,0.5,1.25,2,6.041666666666667,8.208333333333334,0,2,0,1,0,1,0,1,0,1,0,1,0
2019-11-03 17:00:00,0,1,2.667,0.667,2.333,1.000,9,13,1.000,2.000,0.667,1.167,1,4,0.968,-0.461,-0.484,0.630,1.5,1.25,5,7.0,8.125,3,0,0,0,1,0,1,1,0,1,0,1,0
2019-11-03 17:00:00,1,1,1.000,2.000,0.667,1.167,1,4,2.667,0.667,2.333,1.000,9,13,-0.484,0.630,0.968,-0.461,1.25,1.5,5,8.125,7.0,0,2,0,0,1,0,1,1,0,1,0,1,0
2019-11-08 18:00:00,0,1,0.333,0.333,0.333,0.500,3,5,1.333,2.000,1.833,1.500,4,11,-0.174,0.150,0.189,-1.039,1.5,0.75,9,4.958333333333333,4.0,1,0,0,1,0,1,0,1,0,1,0,1,0
2019-11-08 18:00:00,1,1,1.333,2.000,1.833,1.500,4,11,0.333,0.333,0.333,0.500,3,5,0.189,-1.039,-0.174,0.150,0.75,1.5,3,4.0,4.958333333333333,0,2,0,1,0,1,0,1,0,1,0,1,0
2019-11-09 17:00:00,0,1,1.333,1.000,1.500,1.667,5,7,2.000,1.333,2.500,1.000,4,13,0.657,-0.620,0.728,-0.327,1.75,0.75,8,6.0,6.0,1,0,0,1,0,1,0,1,0,1,0,1,0
2019-11-09 17:00:00,1,1,2.000,1.333,2.500,1.000,4,13,1.333,1.000,1.500,1.667,5,7,0.728,-0.327,0.657,-0.620,0.75,1.75,2,6.0,6.0,0,2,0,1,0,1,0,1,0,1,0,1,0
2019-11-10 17:00:00,0,1,2.667,2.000,1.500,2.333,5,6,0.667,1.000,1.000,1.000,4,9,0.231,-0.950,0.319,0.654,1.5,1.0,8,7.979166666666667,7.0,4,0,0,0,1,0,1,0,1,1,0,1,0
2019-11-10 17:00:00,1,1,0.667,1.000,1.000,1.000,4,9,2.667,2.000,1.500,2.333,5,6,0.319,0.654,0.231,-0.950,1.0,1.5,2,7.0,7.979166666666667,0,2,0,0,1,0,1,0,1,1,0,1,0
2019-11-10 17:00:00,0,1,0.333,0.333,0.500,1.167,3,4,1.333,0.000,0.833,0.333,7,9,-0.478,0.038,-0.388,0.844,2.0,2.0,5,7.0,7.0,1,2,1,0,1,0,1,0,1,1,0,1,0
2019-11-10 17:00:00,1,1,1.333,0.000,0.833,0.333,7,9,0.333,0.333,0.500,1.167,3,4,-0.388,0.844,-0.478,0.038,2.0,2.0,5,7.0,7.0,3,0,1,0,1,0,1,0,1,1,0,1,0
2019-11-10 17:00:00,0,1,0.667,1.000,0.833,1.667,2,3,1.000,2.000,1.333,1.833,1,5,-0.281,-0.125,0.303,-1.106,1.5,1.0,5,5.958333333333333,7.0,3,0,1,0,1,0,1,0,1,1,0,1,0
2019-11-10 17:00:00,1,1,1.000,2.000,1.333,1.833,1,5,0.667,1.000,0.833,1.667,2,3,0.303,-1.106,-0.281,-0.125,1.0,1.5,5,7.0,5.958333333333333,1,2,1,0,1,0,1,0,1,1,0,1,0
2019-11-10 17:00:00,0,1,2.333,0.667,1.667,1.000,9,13,1.333,1.000,1.667,1.667,5,7,0.223,0.026,0.350,-1.075,2.0,0.25,10,7.979166666666667,8.958333333333334,4,0,0,0,1,0,1,0,1,1,0,1,0
2019-11-10 17:00:00,1,1,1.333,1.000,1.667,1.667,5,7,2.333,0.667,1.667,1.000,9,13,0.350,-1.075,0.223,0.026,0.25,2.0,1,8.958333333333334,7.979166666666667,0,2,0,0,1,0,1,0,1,1,0,1,0
2019-11-10 19:00:00,0,1,2.000,0.667,1.833,1.500,7,9,0.667,0.667,1.333,0.667,3,8,0.428,-0.247,0.141,0.315,1.0,1.0,7,9.041666666666666,7.083333333333333,3,0,1,0,1,0,1,0,1,0,1,1,0
2019-11-10 19:00:00,1,1,0.667,0.667,1.333,0.667,3,8,2.000,0.667,1.833,1.500,7,9,0.141,0.315,0.428,-0.247,1.0,1.0,4,7.083333333333333,9.041666666666666,2,2,1,0,1,0,1,0,1,0,1,1,0
2019-11-10 17:00:00,0,1,3.000,1.000,2.000,2.000,6,6,0.333,0.667,0.500,1.333,2,6,1.375,-0.946,-0.052,0.382,1.0,1.75,4,7.0,6.916666666666667,0,1,0,1,0,1,0,1,0,1,0,1,0
2019-11-10 17:00:00,1,1,0.333,0.667,0.500,1.333,2,6,3.000,1.000,2.000,2.000,6,6,-0.052,0.382,1.375,-0.946,1.75,1.0,7,6.916666666666667,7.0,0,1,0,1,0,1,0,1,0,1,0,1,0
2019-11-24 17:00:00,0,1,2.000,0.667,1.500,1.000,5,7,0.333,2.667,2.000,2.167,1,8,-0.636,-0.335,0.715,-0.468,2.0,0.6666666666666666,7,13.916666666666666,14,3,0,0,0,1,0,1,1,0,1,0,1,0
2019-11-24 17:00:00,1,1,0.333,2.667,2.000,2.167,1,8,2.000,0.667,1.500,1.000,5,7,0.715,-0.468,-0.636,-0.335,0.6666666666666666,2.0,1,14.0,13.916666666666666,0,2,0,0,1,0,1,1,0,1,0,1,0
2019-11-24 17:00:00,0,1,2.333,1.000,1.333,1.667,7,8,1.000,3.000,2.000,1.833,0,7,0.008,-0.745,1.298,0.123,1.5,1.25,7,14,14,2,0,1,0,1,0,1,1,0,1,0,1,0
2019-11-24 17:00:00,1,1,1.000,3.000,2.000,1.833,0,7,2.333,1.000,1.333,1.667,7,8,1.298,0.123,0.008,-0.745,1.25,1.5,4,14,14,1,2,1,0,1,0,1,1,0,1,0,1,0
2019-11-24 17:00:00,0,1,1.333,1.667,1.333,2.167,3,4,0.667,2.000,0.500,1.500,1,3,0.341,-1.289,-0.337,-0.096,1.6666666666666667,1.3333333333333333,6,14,14,2,0,1,0,1,0,1,1,0,1,0,1,0
2019-11-24 17:00:00,1,1,0.667,2.000,0.500,1.500,1,3,1.333,1.667,1.333,2.167,3,4,-0.337,-0.096,0.341,-1.289,1.3333333333333333,1.6666666666666667,3,14,14,1,2,1,0,1,0,1,1,0,1,0,1,0
2019-11-24 17:00:00,0,1,1.333,1.000,1.000,1.167,5,9,1.667,2.333,1.667,1.667,2,9,0.034,-0.314,0.218,0.180,1.5,1.0,8,14,14,1,1,1,0,1,1,0,1,0,1,0,1,0
2019-11-24 17:00:00,1,1,1.667,2.333,1.667,1.667,2,9,1.333,1.000,1.000,1.167,5,9,0.218,0.180,0.034,-0.314,1.0,1.5,2,14,14,1,1,1,0,1,1,0,1,0,1,0,1,0
2019-11-24 17:00:00,0,1,0.333,0.667,1.167,0.167,2,12,1.000,2.333,1.167,1.500,1,6,0.261,0.133,-0.229,0.675,0.0,1.0,0,14,14,4,0,1,0,1,0,1,0,1,0,1,0,1
2019-11-24 17:00:00,1,1,1.000,2.333,1.167,1.500,1,6,0.333,0.667,1.167,0.167,2,12,-0.229,0.675,0.261,0.133,1.0,0.0,3,14,14,2,2,1,0,1,0,1,0,1,0,1,0,1
2019-11-24 17:00:00,0,1,2.000,2.333,1.500,2.333,2,4,0.333,0.667,0.500,0.500,2,7,-0.076,-0.790,-0.111,0.148,1.25,1.5,5,14,14,5,0,0,0,1,0,1,0,1,0,1,1,0
2019-11-24 17:00:00,1,1,0.333,0.667,0.500,0.500,2,7,2.000,2.333,1.500,2.333,2,4,-0.111,0.148,-0.076,-0.790,1.5,1.25,5,14,14,0,2,0,0,1,0,1,0,1,0,1,1,0
2019-11-24 17:00:00,0,1,0.667,1.000,0.500,0.667,4,7,1.000,1.333,2.000,0.833,4,13,-0.352,0.293,0.443,0.387,0.75,2.75,1,14,14,2,2,1,0,1,0,1,0,1,0,1,0,1
2019-11-24 17:00:00,1,1,1.000,1.333,2.000,0.833,4,13,0.667,1.000,0.500,0.667,4,7,0.443,0.387,-0.352,0.293,2.75,0.75,10,14,14,4,0,1,0,1,0,1,0,1,0,1,0,1
2019-11-24 17:00:00,0,1,3.000,0.667,1.833,1.167,9,10,2.000,2.333,2.000,1.667,2,9,-0.174,0.062,1.146,-0.513,0.25,2.5,0,14,13.916666666666666,2,1,1,0,1,0,1,0,1,1,0,1,0
2019-11-24 17:00:00,1,1,2.000,2.333,2.000,1.667,2,9,3.000,0.667,1.833,1.167,9,10,1.146,-0.513,-0.174,0.062,2.5,0.25,12,13.916666666666666,14.0,2,1,1,0,1,0,1,0,1,1,0,1,0
2019-11-02 15:00:00,0,1,1.667,2.000,1.500,1.500,3,9,2.000,2.333,2.000,1.833,3,9,0.711,0.013,0.080,-0.712,3.25,0.25,12,6.083333333333333,5.916666666666667,1,2,1,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,1,1,2.000,2.333,2.000,1.833,3,9,1.667,2.000,1.500,1.500,3,9,0.080,-0.712,0.711,0.013,0.25,3.25,0,5.916666666666667,6.083333333333333,2,0,1,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,0,1,2.333,0.333,1.500,0.500,9,15,1.333,1.000,2.167,1.000,5,16,0.470,0.818,0.607,0.149,0.5,0.75,6,6.083333333333333,6.9375,0,2,0,1,0,1,0,1,0,1,0,1,0
2019-11-02 15:00:00,1,1,1.333,1.000,2.167,1.000,5,16,2.333,0.333,1.500,0.500,9,15,0.607,0.149,0.470,0.818,0.75,0.5,6,6.9375,6.083333333333333,1,0,0,1,0,1,0,1,0,1,0,1,0
2019-11-02 15:00:00,0,1,2.333,0.000,2.500,0.833,9,16,0.333,2.000,0.500,2.000,1,4,1.406,-0.013,-0.166,-0.989,2.25,1.25,10,6.041666666666667,6.083333333333333,1,0,0,1,0,1,0,1,0,1,0,1,0
2019-11-02 15:00:00,1,1,0.333,2.000,0.500,2.000,1,4,2.333,0.000,2.500,0.833,9,16,-0.166,-0.989,1.406,-0.013,1.25,2.25,1,6.083333333333333,6.041666666666667,0,2,0,1,0,1,0,1,0,1,0,1,0
2019-11-02 15:00:00,0,1,1.333,1.667,1.333,2.000,2,2,0.333,2.333,1.167,1.667,0,6,0.003,-0.507,-0.372,-0.908,1.0,1.0,1,5.916666666666667,6.083333333333333,2,1,1,0,1,0,1,0,1,1,0,1,0
2019-11-02 15:00:00,1,1,0.333,2.333,1.167,1.667,0,6,1.333,1.667,1.333,2.000,2,2,-0.372,-0.908,0.003,-0.507,1.0,1.0,1,6.083333333333333,5.916666666666667,2,1,1,0,1,0,1,0,1,1,0,1,0
2019-11-02 15:00:00,0,1,1.667,0.667,1.333,1.000,4,8,1.000,1.667,1.667,1.333,3,9,-0.220,0.426,0.180,0.091,1.3333333333333333,0.3333333333333333,7,5.916666666666667,5.916666666666667,3,0,0,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,1,1,1.000,1.667,1.667,1.333,3,9,1.667,0.667,1.333,1.000,4,8,0.180,0.091,-0.220,0.426,0.3333333333333333,1.3333333333333333,1,5.916666666666667,5.916666666666667,0,2,0,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,0,1,1.667,0.667,1.833,1.500,7,10,1.333,0.667,1.167,1.000,7,11,0.291,-0.704,-0.069,0.072,2.3333333333333335,0.6666666666666666,9,6.9375,6.041666666666667,2,0,1,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,1,1,1.333,0.667,1.167,1.000,7,11,1.667,0.667,1.833,1.500,7,10,-0.069,0.072,0.291,-0.704,0.6666666666666666,2.3333333333333335,0,6.041666666666667,6.9375,1,2,1,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,0,1,1.333,1.000,1.167,1.167,6,10,0.333,1.000,0.833,1.333,1,3,0.360,0.417,-0.442,0.327,1.6666666666666667,1.0,6,5.916666666666667,6.083333333333333,0,2,0,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,1,1,0.333,1.000,0.833,1.333,1,3,1.333,1.000,1.167,1.167,6,10,-0.442,0.327,0.360,0.417,1.0,1.6666666666666667,3,6.083333333333333,5.916666666666667,3,0,0,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,0,1,0.667,2.667,1.000,2.167,0,2,1.000,2.667,1.000,1.833,0,4,-0.309,-0.509,-0.171,-0.328,4.0,5.0,0,6.083333333333333,5.916666666666667,3,0,0,0,1,0,1,1,0,1,0,1,0
2019-11-02 15:00:00,1,1,1.000,2.667,1.000,1.833,0,4,0.667,2.667,1.000,2.167,0,2,-0.171,-0.328,-0.309,-0.509,5.0,4.0,3,5.916666666666667,6.083333333333333,0,2,0,0,1,0,1,1,0,1,0,1,0
2019-11-09 14:30:00,0,1,2.667,1.000,2.000,0.833,9,16,2.667,1.667,2.333,0.833,7,16,0.432,0.349,0.408,0.902,1.0,1.0,4,6.979166666666667,6.979166666666667,3,0,1,0,1,0,1,0,1,1,0,1,0
2019-11-09 14:30:00,1,1,2.667,1.667,2.333,0.833,7,16,2.667,1.000,2.000,0.833,9,16,0.408,0.902,0.432,0.349,1.0,1.0,4,6.979166666666667,6.979166666666667,1,2,1,0,1,0,1,0,1,1,0,1,0
2019-11-09 14:30:00,0,1,2.333,1.000,1.333,1.667,6,6,1.333,0.000,1.500,0.333,9,15,-0.753,-0.652,0.076,0.530,0.3333333333333333,1.3333333333333333,1,6.979166666666667,6.979166666666667,3,0,1,0,1,0,1,0,1,0,1,1,0
2019-11-09 14:30:00,1,1,1.333,0.000,1.500,0.333,9,15,2.333,1.000,1.333,1.667,6,6,0.076,0.530,-0.753,-0.652,1.3333333333333333,0.3333333333333333,7,6.979166666666667,6.979166666666667,2,2,1,0,1,0,1,0,1,0,1,1,0
2019-11-09 14:30:00,0,1,0.667,2.000,0.500,2.000,3,4,1.333,1.000,1.667,1.500,6,9,-0.389,-1.010,0.549,0.180,0.75,2.5,1,6.979166666666667,6.979166666666667,0,2,0,0,1,1,0,1,0,1,0,1,0
2019-11-09 14:30:00,1,1,1.333,1.000,1.667,1.500,6,9,0.667,2.000,0.500,2.000,3,4,0.549,0.180,-0.389,-1.010,2.5,0.75,10,6.979166666666667,6.979166666666667,2,0,0,0,1,1,0,1,0,1,0,1,0
2019-11-09 14:30:00,0,1,1.333,1.667,1.167,1.000,2,6,0.667,1.000,1.500,0.667,4,10,-0.905,0.891,0.599,0.692,2.0,4.0,0,6.979166666666667,6.979166666666667,1,0,0,1,0,1,0,1,0,1,0,1,0
2019-11-09 14:30:00,1,1,0.667,1.000,1.500,0.667,4,10,1.333,1.667,1.167,1.000,2,6,0.599,0.692,-0.905,0.891,4.0,2.0,3,6.979166666666667,6.979166666666667,0,2,0,1,0,1,0,1,0,1,0,1,0
2019-11-09 14:30:00,0,1,1.333,1.333,1.167,2.000,3,4,2.000,2.333,1.833,1.667,3,10,-0.159,-0.457,1.090,0.333,3.0,0.0,3,6.979166666666667,6.979166666666667,0,2,0,0,1,1,0,1,0,1,0,1,0
2019-11-09 14:30:00,1,1,2.000,2.333,1.833,1.667,3,10,1.333,1.333,1.167,2.000,3,4,1.090,0.333,-0.159,-0.457,0.0,3.0,0,6.979166666666667,6.979166666666667,2,0,0,0,1,1,0,1,0,1,0,1,0
2019-11-09 14:30:00,0,1,1.000,1.000,0.833,2.000,4,4,1.333,2.333,1.333,2.000,0,2,-0.193,-0.246,-0.097,-0.720,3.0,2.0,3,6.979166666666667,6.979166666666667,4,2,1,0,1,0,1,0,1,0,1,0,1
2019-11-09 14:30:00,1,1,1.333,2.333,1.333,2.000,0,2,1.000,1.000,0.833,2.000,4,4,-0.097,-0.720,-0.193,-0.246,2.0,3.0,0,6.979166666666667,6.979166666666667,5,0,1,0,1,0,1,0,1,0,1,0,1
2019-11-09 14:30:00,0,1,1.000,1.333,1.167,1.333,4,8,1.333,1.667,1.333,1.500,2,5,-0.421,0.140,0.407,-0.337,3.0,1.75,9,6.979166666666667,6.979166666666667,2,0,0,0,1,1,0,1,0,1,0,1,0
2019-11-09 14:30:00,1,1,1.333,1.667,1.333,1.500,2,5,1.000,1.333,1.167,1.333,4,8,0.407,-0.337,-0.421,0.140,1.75,3.0,3,6.979166666666667,6.979166666666667,0,2,0,0,1,1,0,1,0,1,0,1,0
2019-11-03 14:00:00,0,1,2.000,1.333,1.500,1.167,7,11,1.000,1.000,1.500,0.667,4,13,-0.322,-0.250,0.387,0.385,1.0,1.25,5,5.833333333333333,8.0,1,2,1,0,1,0,1,0,1,1,0,1,0
2019-11-03 14:00:00,1,1,1.000,1.000,1.500,0.667,4,13,2.000,1.333,1.500,1.167,7,11,0.387,0.385,-0.322,-0.250,1.25,1.0,5,8.0,5.833333333333333,3,0,1,0,1,0,1,0,1,1,0,1,0
2019-11-03 14:00:00,0,1,0.333,0.667,0.667,1.167,2,7,0.667,3.333,1.000,3.000,0,1,-0.028,0.022,0.149,-1.786,1.5,1.75,5,8.0,8.104166666666666,0,1,0,1,0,1,0,1,0,1,0,1,0
2019-11-03 14:00:00,1,1,0.667,3.333,1.000,3.000,0,1,0.333,0.667,0.667,1.167,2,7,0.149,-1.786,-0.028,0.022,1.75,1.5,5,8.104166666666666,8.0,0,1,0,1,0,1,0,1,0,1,0,1,0
2019-11-03 14:00:00,0,1,2.333,1.333,2.167,2.167,6,7,0.333,2.333,1.333,1.667,0,7,0.990,-0.561,0.455,-0.819,1.25,0.75,8,7.0,8.0,2,0,1,0,1,0,1,1,0,1,0,1,0
2019-11-03 14:00:00,1,1,0.333,2.333,1.333,1.667,0,7,2.333,1.333,2.167,2.167,6,7,0.455,-0.819,0.990,-0.561,0.75,1.25,2,8.0,7.0,1,2,1,0,1,0,1,1,0,1,0,1,0
2019-11-03 14:00:00,0,1,0.333,1.333,0.833,1.500,1,5,1.667,1.667,1.333,1.667,3,7,-0.043,0.082,0.197,-0.701,2.0,0.0,3,8.104166666666666,6.895833333333333,2,1,1,0,1,0,1,0,1,1,0,1,0
